,Developer,Año,Cantidad de Items,Contenido Free
3941,Eagle Dynamics SA,2015,2,0.0
3942,Eagle Dynamics SA,2017,7,0.0
3943,"Eagle Dynamics SA,UGRA-Media",2017,1,0.0
3944,EarthWork Games,2017,4,0.0
3945,Earthworm Games,2014,1,0.0
3946,EastFog Studios,2016,5,0.0
3947,Eastasiasoft Limited,2016,6,0.0
3948,Eastshade Studios LLC,2017,4,50.0
3949,Easy Co,2014,1,0.0
3950,Easy Game Station,2016,1,100.0
3951,"Easy Game Station,Starloop Studios S.L.",2016,4,0.0
3952,Easy game,2017,6,0.0
3953,EasyAntiCheat Ltd,2006,1,100.0
3954,EasyGameStation,2010,2,0.0
3955,EasyGameStation,2011,3,0.0
3956,EasyWays Team,2017,4,50.0
3957,Eat Create Sleep,2015,15,0.0
3958,Ebenit,2017,3,0.0
3959,Ebonscale Games,2015,6,0.0
3960,Ebullience Games,2017,8,100.0
3961,Echidna Studios,2016,2,0.0
3962,Echo Hall Studios,2016,4,0.0
3963,Echo607,2017,6,0.0
3964,EchoNineGames,2017,5,0.0
3965,Echohead Games,2016,2,0.0
3966,Eclipse Games,2011,2,0.0
3967,Eclipse Games,2014,2,0.0
3968,Eclipse Games,2015,2,0.0
3969,Eclipse Games,2017,3,0.0
3970,Eclipse Studios,2017,5,0.0
3971,EcoGames,2017,6,0.0
3972,Ectoplasm Studio Inc.,2015,3,0.0
3973,Ed Curtis-Sivess,2015,2,0.0
3974,Ed Farage,2016,4,0.0
3975,"Ed Hobbs,Robert Crossfield",1984,2,0.0
3976,Ed Key and David Kanaga,2013,3,0.0
3977,Eddy &amp; Gary &amp; Friends,2014,6,0.0
3978,Eddy Games,2015,2,0.0
3979,Ede Tarsoly,2016,2,0.0
3980,Edelweiss,2012,3,0.0
3981,Edelweiss,2014,5,0.0
3982,Edelweiss,2017,2,0.0
3983,"Eden Games,Hydravision Entertainment",2008,2,0.0
3984,Eden Industries,2012,5,0.0
3985,Eden Industries,2013,2,0.0
3986,Eden Industries,2015,1,0.0
3987,Eden Studios,2015,1,0.0
3988,Eder Gabriel,2017,2,0.0
3989,Edge Case Games Ltd.,2016,4,100.0
3990,Edge Case Games Ltd.,2017,16,0.0
3991,Edge of Reality,2014,6,50.0
3992,Edible Entertainment,2017,5,0.0
3993,Ediogames,2017,4,100.0
3994,Edmund McMillen and Florian Himsl,2008,2,0.0
3995,Edmund McMillen and Florian Himsl,2011,4,0.0
3996,"Edmund McMillen, Florian Himsl",2012,4,0.0
3997,"Edmund McMillen,James Id",2015,2,0.0
3998,"Edmund McMillen,Tyler Glaiel",2012,3,0.0
3999,"Edmund McMillen,Tyler Glaiel",2017,3,0.0
4000,Edo Create,2017,2,100.0
4001,Eduard Kozadaev,2017,5,0.0
4002,Educational Games,2017,7,0.0
4003,Edward D-tech,2017,4,0.0
4004,"Eek! Games, LLC",2017,4,0.0
4005,Eelooz AB,2017,3,0.0
4006,Eendhoorn Games,2017,4,0.0
4007,Eerie Games,2015,2,0.0
4008,Effimera Studio,2017,3,0.0
4009,EfimovMax,2016,7,0.0
4010,Eforb,2015,4,100.0
4011,Eforb,2016,4,100.0
4012,EfrenStudios,2016,12,0.0
4013,Egamea Game Studios,2016,3,0.0
4014,Eggcode,2016,4,0.0
4015,Eggtooth Team,2011,1,0.0
4016,"Egidijus Bachur,Alexey Davydov",2016,6,50.0
4017,Egodystonic Studios,2017,4,0.0
4018,Egonaut Games,2017,1,0.0
4019,Egor Domashenkin,2017,1,0.0
4020,Egor Magurin,2016,6,0.0
4021,Egor Magurin,2017,4,0.0
4022,"Egor Magurin,Eugene Radaev",2016,2,0.0
4023,Egosoft,1999,2,0.0
4024,Egosoft,2000,2,0.0
4025,Egosoft,2003,1,0.0
4026,Egosoft,2005,1,0.0
4027,Egosoft,2008,3,0.0
4028,Egosoft,2011,2,0.0
4029,Egosoft,2013,3,0.0
4030,Egosoft,2014,3,0.0
4031,Egosoft,2016,2,0.0
4032,Ehnenu,2017,4,0.0
4033,Eidos Interactive,2007,1,0.0
4034,Eidos Montreal,2017,2,100.0
4035,"Eidos Montreal,Feral Interactive (Linux),Feral Interactive (Mac)",2016,10,0.0
4036,"Eidos Montreal,Feral Interactive (Linux),Feral Interactive (Mac)",2017,2,0.0
4037,"Eidos Montreal,Feral Interactive (Mac)",2013,2,0.0
4038,Eidos Studio Hungary,2009,2,0.0
4039,"Eidos-Montréal,Feral Interactive (Mac)",2014,17,0.0
4040,Eierkop-Games,2015,3,0.0
4041,EightyEightGames,2013,4,0.0
4042,EightyEightGames,2015,5,0.0
4043,Eipix,2008,1,0.0
4044,Eipix Entertainment,2016,22,0.0
4045,Eipix Entertainment,2017,34,0.0
4046,Eisenbahnwerk,2016,4,0.0
4047,Eisenbahnwerk,2017,2,0.0
4048,Ejoy Games,2017,8,50.0
4049,Eko Software,2013,5,0.0
4050,Eko Software,2014,5,0.0
4051,Eko Software,2015,7,0.0
4052,Eko Software,2016,13,0.0
4053,Eko Software,2017,2,0.0
4054,Ekuator Games,2015,6,0.0
4055,Ekuator Games,2016,4,0.0
4056,"ElVery333,Raquel Covelo Suarez,ATopeCode",2017,3,0.0
4057,ElZzap Software,2017,7,0.0
4058,ElagoTech,2015,4,0.0
4059,Elbaite,2017,2,0.0
4060,"Elcaelum,CGA Studio",2016,3,100.0
4061,Elden Pixels,2017,2,0.0
4062,Elder Games,2014,4,0.0
4063,Elder Games,2015,3,0.0
4064,Elder Games,2016,6,0.0
4065,Eldon Harris,2014,3,0.0
4066,Eldon Harris,2016,4,0.0
4067,Eldritch Phantasmagoric Games,2017,2,0.0
4068,EleFun Games,2016,2,0.0
4069,Elecorn,2009,6,0.0
4070,"Electric Eggplant,Kalani Games, Inc.,HRG (Heirs of Rube Goldberg),Unity Games",2014,1,0.0
4071,Electric Games,2016,1,0.0
4072,Electric Root,2017,12,0.0
4073,Electric Rune,2015,1,0.0
4074,"Electrocosmos,Syndrone",2017,4,0.0
4075,Electronic Arts,2010,1,0.0
4076,Electronic Experience,2016,4,100.0
4077,Electronic Paradise,2009,1,0.0
4078,Electroplasmatic Games,2015,3,0.0
4079,Elefantopia,2017,3,0.0
4080,Elefun,2017,4,0.0
4081,Elefun Games,2017,4,0.0
4082,Eleon Game Studios,2015,5,0.0
4083,Elephant Games,2007,2,0.0
4084,Elephant Games,2016,16,6.25
4085,Elephant Games,2017,20,0.0
4086,Elev8 Games,2015,3,0.0
4087,"ElevenSeventy, LLC",2015,4,0.0
4088,Elf Games Works,2016,2,0.0
4089,"Elias Viglione,Jussi Kukkonen",2014,15,0.0
4090,"Elias Viglione,Jussi Kukkonen",2015,25,0.0
4091,"Elias Viglione,Jussi Kukkonen",2016,25,0.0
4092,"Elias Viglione,Jussi Kukkonen",2017,10,0.0
4093,Elijah Mills,2014,2,0.0
4094,Elijah Mills,2015,2,0.0
4095,Elijah Newman-Gomez,2014,4,100.0
4096,Elite Games Ltd,2016,9,0.0
4097,Elite Games Team,2010,2,0.0
4098,Elixir Studios,2004,1,0.0
4099,Elknight,2017,3,0.0
4100,Ellada Games,2016,7,0.0
4101,Elliott Marc Jones,2016,4,0.0
4102,Elliptic Games,2014,5,0.0
4103,"Elliptic Games,John Robert Matz",2014,2,0.0
4104,Elmwood Game Studios,2017,4,0.0
4105,Elushis,2017,4,0.0
4106,Elven Workshop,2017,3,0.0
4107,Elysian Games,2017,3,0.0
4108,Emad,2015,2,100.0
4109,Emad,2017,2,0.0
4110,Emanon Studios,2017,8,50.0
4111,EmberSparkz,2017,2,0.0
4112,Emberheart Games,2015,4,0.0
4113,Embryo,2017,3,0.0
4114,Emeen Zarookian,2016,1,0.0
4115,Emerald Interactive Games,2016,2,0.0
4116,"Emerson Design, Inc.",2017,5,60.0
4117,Emeryon games,2015,4,0.0
4118,Emil Varez,2017,3,0.0
4119,Emily Peregrine,2017,3,0.0
4120,Eminent Softworks,2017,4,0.0
4121,Emmanuel Salva Cruz,2015,4,0.0
4122,EmpI Studios,2015,6,0.0
4123,Empires,2008,3,100.0
4124,Emprom Game,2017,2,0.0
4125,Empty Clip Studios,2012,3,0.0
4126,Empty Clip Studios,2016,1,0.0
4127,Empyrean,2017,2,0.0
4128,"EnV Music,Yazar Media Group LLC",2014,2,0.0
4129,Encircle Games,2017,5,0.0
4130,Encore,2016,1,0.0
4131,Encryptique,2015,2,0.0
4132,Endgame Studios,2015,3,0.0
4133,Endi Milojkoski,2016,2,0.0
4134,Endi Milojkoski,2017,2,0.0
4135,Endless Loop Studios,2013,3,0.0
4136,Endless Loop Studios,2014,3,0.0
4137,Endless Loop Studios,2015,14,21.43
4138,Endless Loop Studios,2016,5,40.0
4139,Endless Loop Studios,2017,18,33.33
4140,Endlessfluff Games,2011,2,0.0
4141,Endnight Games Ltd,2014,5,0.0
4142,Endrit Special Poductions,2017,6,0.0
4143,Energize Labs Inc.,2017,2,0.0
4144,Engage Pixel,2017,2,0.0
4145,"Engient, Inc",2012,4,0.0
4146,Engin Mercan,2018,4,100.0
4147,Enigami,2017,8,50.0
4148,Enigma SP,2013,9,0.0
4149,Enitvare,2013,2,0.0
4150,Enitvare,2015,3,0.0
4151,Enkian Games,2018,3,0.0
4152,Enlight Software Limited,1995,2,0.0
4153,Enlight Software Limited,1998,1,0.0
4154,Enlight Software Limited,2001,3,0.0
4155,Enlight Software Limited,2004,8,0.0
4156,Enlight Software Limited,2009,4,0.0
4157,Enlight Software Limited,2015,3,0.0
4158,"Enlight Software Limited, PerspectX",2010,1,0.0
4159,Enlightened Games,2016,4,0.0
4160,Ennoble Studios,2014,2,0.0
4161,Enrick Lambert,2017,7,0.0
4162,Ensemble Studios,2001,2,0.0
4163,Ensemble Studios,2009,2,0.0
4164,"Ensemble Studios,Behaviour Interactive,343 Industries",2017,1,0.0
4165,EnsenaSoft,2016,46,0.0
4166,EnsenaSoft,2017,6,0.0
4167,Enter Main Loop,2016,4,0.0
4168,Enter Name Here,2017,1,0.0
4169,Enter Skies,2014,5,0.0
4170,Enterbrain,2013,8,0.0
4171,Enterbrain,2014,4,0.0
4172,Enterbrain,2015,2,0.0
4173,"Enterbrain,Joel Steudler",2014,2,0.0
4174,Entertainment Forge,2017,1,0.0
4175,Entheogen Studios LLC,2012,7,0.0
4176,Entity Medialab,2015,2,0.0
4177,Entrada Interactive LLC,2014,8,0.0
4178,"Entwell Co., Ltd.",2017,10,50.0
4179,EntwicklerX,2017,6,0.0
4180,Envision Entertainment,2016,4,100.0
4181,Enzo Whyte,2015,2,0.0
4182,Epic Banana Games LLC,2017,3,0.0
4183,Epic Devs LLC,2015,4,0.0
4184,Epic Fire,2016,2,0.0
4185,Epic Fire,2017,9,0.0
4186,Epic Gamer World LLC,2015,3,0.0
4187,"Epic Games, Inc.",1998,1,0.0
4188,"Epic Games, Inc.",2000,1,0.0
4189,"Epic Games, Inc.",2003,1,0.0
4190,"Epic Games, Inc.",2004,1,0.0
4191,"Epic Games, Inc.",2007,1,0.0
4192,Epic LLama,2015,4,0.0
4193,Epic LLama,2017,2,0.0
4194,"Epic MegaGames,Vision Software",1997,3,0.0
4195,Epic Shrimp,2016,2,0.0
4196,EpicHouse Studios LLC,2015,3,0.0
4197,Epiphany Games,2014,4,0.0
4198,Epiphany Games,2015,4,0.0
4199,Epixx.org,2014,2,0.0
4200,Epsilon Games,2017,3,0.0
4201,ErayTek,2017,2,0.0
4202,Erdem Sen,2014,1,0.0
4203,Erdem Sen,2015,1,0.0
4204,Eren Aydın,2016,3,100.0
4205,Eric Billingsley,2011,2,0.0
4206,"Eric Chahi,DotEmu",2013,2,0.0
4207,"Eric Hartman,Ben Garney,Anthony Rotondo",2007,3,0.0
4208,Eric Hopton,2016,3,0.0
4209,Eric Hornby,2015,2,0.0
4210,Eric Provan - Ayyo Games,2014,3,0.0
4211,Eridani Games,2014,2,0.0
4212,Eridani Games,2015,2,0.0
4213,Eridanus Studio,2016,2,0.0
4214,Eridanus Studio,2017,3,0.0
4215,Erik Asmussen,2015,6,0.0
4216,Erik Svedäng,2015,2,0.0
4217,"Erik Svedäng,El Huervo / Niklas Åkerblad,Tobias Sjögren,Oscar ""Ratvader"" Rydelius,Johannes Gotlén",2015,3,0.0
4218,Ernests Klavins,2017,1,0.0
4219,Ernő Király,2015,4,0.0
4220,Eross Video Games,2017,2,0.0
4221,Erotes studio,2014,2,0.0
4222,Erotes studio,2015,4,0.0
4223,Errigar Games,2017,3,0.0
4224,Ertal Games,2017,1,0.0
4225,Erwin Wolf,2015,3,0.0
4226,Esbol Amirov,2017,8,0.0
4227,"Escape Hatch Entertainment, LLC",2014,3,0.0
4228,"Escape Hatch Entertainment,LLC",2015,3,0.0
4229,Esdeer,2017,2,0.0
4230,Esperware Interactive,2015,3,0.0
4231,Essence Ltd.,2014,3,0.0
4232,Estelion,2015,3,0.0
4233,Estudio Raed Wulf,2015,3,0.0
4234,Eternal Night Studios,2016,4,100.0
4235,Eternal Night Studios,2017,4,100.0
4236,EternalShadow Studios,2016,6,0.0
4237,Eternity Studios,2016,5,0.0
4238,Eternity Studios,2017,13,0.0
4239,Eteru Studio,2017,3,0.0
4240,Ethan Waite,2017,4,0.0
4241,Ethereal Darkness Interactive,2008,3,0.0
4242,Ethereal Darkness Interactive,2009,3,0.0
4243,Ethereal Darkness Interactive,2017,2,0.0
4244,Ethrea Dreams,2016,6,0.0
4245,Ethrea Dreams,2017,3,0.0
4246,Etiquete,2017,2,0.0
4247,Etranges Libellules Studios,2010,2,0.0
4248,Eugen Systems,2005,1,0.0
4249,Eugen Systems,2006,1,0.0
4250,Eugen Systems,2012,5,0.0
4251,Eugen Systems,2013,3,0.0
4252,Eugen Systems,2014,3,0.0
4253,Eugen Systems,2015,2,0.0
4254,Eugen Systems,2016,2,0.0
4255,Eugen Systems,2017,9,0.0
4256,"Eugene Radaev,Egor Magurin",2017,2,0.0
4257,Eugeny Butakov,2017,5,0.0
4258,Eurocom,1994,2,0.0
4259,Eurocom,2008,1,0.0
4260,Eurocom,2009,2,0.0
4261,Eurocom,2010,1,0.0
4262,Eurocom,2011,2,0.0
4263,Eurocom Entertainment Software,2007,2,0.0
4264,"Eurocom,THQ Nordic",2003,2,0.0
4265,"Eurocom,THQ Nordic",2017,2,0.0
4266,Eutechnyx,2005,1,0.0
4267,Eutechnyx,2014,2,0.0
4268,Eutechnyx,2015,3,0.0
4269,Eutechnyx,2016,1,100.0
4270,Evan (Solidplasma) Peiperl,2015,2,0.0
4271,"Evan Hatampour,K.Song Tan,Anton Kagounkin Magdalina,Stuart Hwang,Mike VanPeursem",2017,1,0.0
4272,"Evan Peiperl,Brianna Livesay",2015,3,0.0
4273,Evan Todd,2015,9,0.0
4274,Evan Tognotti,2014,2,0.0
4275,Evan Tognotti,2015,2,0.0
4276,Evan Wagstaff,2016,3,0.0
4277,Event Horizon,2017,5,40.0
4278,Everglow Interactive Inc.,2017,4,0.0
4279,Evergreen,2015,2,0.0
4280,Evergreen,2016,3,0.0
4281,Everlasting Fantasy,2016,4,0.0
4282,Evermore Game Studios,2016,2,0.0
4283,Everook,2015,2,0.0
4284,Eversim,2014,7,0.0
4285,Eversim,2015,3,0.0
4286,Eversim,2016,8,0.0
4287,Eversim,2017,2,0.0
4288,Every Single Soldier,2015,1,0.0
4289,Every Single Soldier,2017,1,0.0
4290,"Every Single Soldier,Retro Epic",2017,2,0.0
4291,Everything Unlimited Ltd.,2015,4,0.0
4292,Evgenii Gubanov,2016,4,0.0
4293,Evgeniy Alemzhin,2017,2,0.0
4294,"Evgeniy Psarev,Alexey Irhin,Dmitry Ryabchunov",2018,4,0.0
4295,"Evgeny Apel,Pavel Rodionov,Ivan Ilchenko",2017,2,0.0
4296,Evgeny Osmet,2017,3,0.0
4297,"Evgeny Osmet,.ez Games",2017,3,0.0
4298,Evgeny Petrov,2017,2,0.0
4299,"Evgeny Shcherbakov,Denis Ovsyannikov",2016,2,0.0
4300,"Evgeny Shcherbakov,Matvey Sakharovskiy",2015,4,0.0
4301,Evgiz,2017,4,0.0
4302,Evil Aliens,2015,4,0.0
4303,Evil Games,2017,3,0.0
4304,Evil Indie Games,2016,6,0.0
4305,Evil Tortilla Games,2015,3,0.0
4306,Evil Tortilla Games,2017,5,0.0
4307,Evil Twin Artworks,2014,3,0.0
4308,Evil Twin Artworks,2016,8,0.0
4309,Evil Twin Artworks,2017,10,0.0
4310,EvilCoGames,2017,15,20.0
4311,EvilGames,2017,3,0.0
4312,Evilized Productions,2014,3,0.0
4313,Evoluta Studio,2017,5,0.0
4314,Evolution Software,2016,4,0.0
4315,Evolutionary Games,2014,3,0.0
4316,Evradan,2017,2,0.0
4317,Ex Nihilo,2013,1,0.0
4318,ExDream GmbH,2012,2,0.0
4319,ExViRe,2017,1,0.0
4320,Exalted Guy Interactive,2016,1,0.0
4321,Examined Interactive,2017,2,0.0
4322,Exato Game Studios,2015,4,0.0
4323,Exato Games Studio,2013,8,0.0
4324,Exato Games Studio,2014,6,0.0
4325,Excalibur,2014,10,0.0
4326,Excalibur,2016,1,0.0
4327,Excalibur Publishing,2014,4,0.0
4328,Exciting Game,2017,3,0.0
4329,ExclexGame,2017,5,0.0
4330,Exe Create Inc.,2016,4,0.0
4331,Exe Create Inc.,2017,12,0.0
4332,Exe Games Inc.,2012,2,100.0
4333,Exe Games Inc.,2014,2,0.0
4334,Exe Games Inc.,2015,4,0.0
4335,Exkee,2010,1,0.0
4336,Exkee,2014,4,0.0
4337,Exodus Software,2017,3,0.0
4338,Exor Studios,2012,6,0.0
4339,Exor Studios,2013,6,0.0
4340,Exor Studios,2014,3,0.0
4341,Exordium Games,2015,4,50.0
4342,Exordium Games,2016,6,0.0
4343,Exordium Games,2017,4,0.0
4344,Exozet,2017,1,100.0
4345,Exozet Games,2017,2,0.0
4346,Expansive Worlds,2017,24,0.0
4347,"Expansive Worlds,Avalanche Studios",2014,20,25.0
4348,"Expansive Worlds,Avalanche Studios",2015,3,0.0
4349,"Expansive Worlds,Avalanche Studios",2017,20,25.0
4350,Expect Studio,2017,3,100.0
4351,ExperaGameStudio,2016,2,0.0
4352,ExperaGameStudio,2017,8,50.0
4353,Experience Inc.,2016,1,0.0
4354,Experimental Gamer Studios,2014,2,0.0
4355,Experimental Gamer Studios,2015,2,0.0
4356,Experimental Gamer Studios,2017,2,0.0
4357,Exploding Tuba Studios,2017,3,0.0
4358,Explosive LLC,2016,1,0.0
4359,Expresso Studios,2015,2,0.0
4360,Exquisite Games,2016,12,0.0
4361,Extarzz Team,2015,6,0.0
4362,Extend Mode,2016,3,0.0
4363,Extend Studio,2011,4,0.0
4364,Extend Studio,2012,2,0.0
4365,Extend Studio,2014,5,0.0
4366,Extent5,2015,2,0.0
4367,ExtinctionArts,2017,4,0.0
4368,Extreme Developers,2016,4,0.0
4369,Extreme Developers,2017,3,100.0
4370,Extrokold Games,2015,2,0.0
4371,EyeSpyda Games,2015,2,0.0
4372,Eyebrow Interactive,2012,1,0.0
4373,Eyebrow Interactive,2017,2,0.0
4374,Eyedentity Games Inc.,2012,4,100.0
4375,Eyemobi Ltd.,2016,1,0.0
4376,Eyzi,2015,6,50.0
4377,Eyzi,2017,2,0.0
4378,Ezalbot,2017,2,0.0
4379,Ezekiel Rage,2017,2,0.0
4380,Ezzat Studios,2015,5,0.0
4381,"F.U.U.M. Co., Ltd.",2017,4,100.0
4382,FAKT Software Gmbh,2014,2,0.0
4383,"FAT BOMB STUDIOS, LLC",2015,2,0.0
4384,"FBN Team,BDG Studios",2015,3,0.0
4385,FCS - Football Team,2017,3,0.0
4386,FIREBEAST,2016,2,0.0
4387,FIVE-BN GAMES,2015,9,33.33
4388,FIVE-BN GAMES,2016,18,44.44
4389,FIVE-BN GAMES,2017,9,33.33
4390,FIVE12 GAMES LTD,2017,4,0.0
4391,"FIX Korea, Co.LTD,FIX Games, Co. LTD",2013,2,0.0
4392,"FK Digital,Arc System Works",2017,1,0.0
4393,"FK Digital,Flyhigh Works",2016,4,0.0
4394,FLAT12,2016,8,0.0
4395,FLEB,2016,1,0.0
4396,FLYNET STUDIOS,2016,3,0.0
4397,FNGames,2013,2,100.0
4398,FOAM Entertainment,2016,3,0.0
4399,"FOO VR, Inc.",2017,2,0.0
4400,FRENCH-BREAD,2016,2,0.0
4401,FS FlightControl,2017,6,0.0
4402,FS2Crew,2015,1,0.0
4403,FS2Crew,2017,1,0.0
4404,FSAddon Publishing,2015,1,0.0
4405,FSDG Online,2015,1,0.0
4406,FSDG Online,2016,4,0.0
4407,FUN Creators,2014,3,0.0
4408,FURYU Coporation,2017,2,0.0
4409,FURYU Corporation,2017,28,0.0
4410,FX Bilodeau,2017,3,0.0
4411,FX Games,2017,3,100.0
4412,FX Games Media,2016,3,100.0
4413,FYRE Games,2016,4,100.0
4414,Fabian Jarrett,2015,2,100.0
4415,Fabio Biancarelli,2017,2,0.0
4416,Fabio Cunha,2017,4,0.0
4417,Fabio Ferrara,2014,3,0.0
4418,Fabio Ferrara,2016,11,18.18
4419,Fabio Ferrara,2017,1,0.0
4420,"Fabio Ferrara,Davide Caio,Nicolò Azzolini,Antonio Carcagnì,Luigi Di Guida,Tommaso Vita",2016,2,100.0
4421,"Fabio Ferrara,Fabio Mosca,Giulia Airoldi",2016,6,50.0
4422,"Fabio Ferrara,Giulia Airoldi",2015,5,0.0
4423,"Fabio Ferrara,Giulia Airoldi",2016,2,0.0
4424,Fabraz,2015,2,0.0
4425,Fabraz,2017,9,0.0
4426,Fabricated Reality Software,2017,3,0.0
4427,Fabrice BIZEC,2017,3,0.0
4428,Fabrik Games Ltd,2016,2,0.0
4429,Faceless Studios,2017,4,0.0
4430,Facepunch Studios,2006,2,0.0
4431,Facepunch Studios,2013,6,0.0
4432,"Factor 5,LucasArts",1998,2,0.0
4433,Factus Games,2017,4,0.0
4434,"Facundo Balboa,Iván Piccione,Martín Díaz",2017,3,0.0
4435,Fade Away,2017,3,0.0
4436,Fading Club,2016,3,0.0
4437,Failbetter Games,2015,3,0.0
4438,Failbetter Games,2016,3,0.0
4439,Failbetter Games,2017,4,0.0
4440,Fair Games,2017,2,0.0
4441,Fair Play Labs,2015,4,0.0
4442,"Fair Weather Studios, LLC",2016,1,0.0
4443,"Fair Weather Studios, LLC",2017,1,0.0
4444,Fairytale Distillery,2017,13,30.77
4445,Fakedice,2016,3,0.0
4446,Fakt Software,2005,4,0.0
4447,Fakt Software,2008,4,0.0
4448,Fakt Software,2009,2,0.0
4449,Fakt Software,2011,8,0.0
4450,Fakt Software,2012,6,0.0
4451,Fakt Software,2013,2,0.0
4452,Fakt Software,2014,4,0.0
4453,Fakt Software,2015,2,0.0
4454,Fakt Software,2016,2,0.0
4455,Falco Software,2017,3,0.0
4456,Falcon Development,2017,20,0.0
4457,Falcoware,2017,7,0.0
4458,Falkrus,2017,3,0.0
4459,Fallen Snow Studios,2016,3,100.0
4460,Fallen Snow Studios,2017,3,100.0
4461,Fallen Tree Games Ltd,2015,5,0.0
4462,Fallen Tree Games Ltd,2016,4,0.0
4463,FallenMaster,2015,2,0.0
4464,Falling Star Games,2016,4,0.0
4465,Falling Star Studio,2017,8,0.0
4466,FamishedMammal,2016,4,0.0
4467,FanPlymouth,2017,4,0.0
4468,"Fancy Bytes, Reactor",2014,1,0.0
4469,"Fancy Bytes, Reactor",2015,11,0.0
4470,"Fancy Bytes,Reactor",2017,2,0.0
4471,Fancy Factory,2017,3,0.0
4472,Fancy Fish Games,2015,21,0.0
4473,Fancy Fish Games,2017,4,0.0
4474,FantaBlade Network,2016,7,57.14
4475,FantaBlade Network,2017,4,100.0
4476,Fantasia Studio,2017,3,0.0
4477,"Fantasia Studio,Ray丶",2017,3,0.0
4478,Fantasy Flight Games,2014,2,0.0
4479,Fantasy Flight Games,2015,1,0.0
4480,Fantasy Flight Games,2016,8,50.0
4481,Fantasy Flight Games,2017,6,33.33
4482,"Fantasy Flight Publishing, Inc.",2011,3,0.0
4483,Fantogame,2016,2,0.0
4484,"FantomenK,BubblePipeMedia",2016,3,0.0
4485,"Far East War Development Team,Relic",2013,3,100.0
4486,"Far East War Development Team,Relic",2016,3,100.0
4487,Far Mills,2016,2,0.0
4488,Far Mills,2017,4,0.0
4489,"Far Mills,Mysterytag",2016,3,0.0
4490,Far-off Daydream Games,2018,2,0.0
4491,FarBox Games,2017,4,0.0
4492,FarSight Studios,2013,14,14.29
4493,FarSight Studios,2014,4,0.0
4494,FarSight Studios,2015,4,0.0
4495,FarSight Studios,2016,4,0.0
4496,FarSight Studios,2017,4,0.0
4497,"FarSight Studios, Inc.",2016,22,18.18
4498,"FarSight Studios, Inc.",2017,2,0.0
4499,FarSpace Studios,2015,3,0.0
4500,"FarSpace Studios,Andrew Lloyd",2015,1,0.0
4501,Faravid Interactive,2014,2,0.0
4502,Faria,2016,3,0.0
4503,Faris Mohammed,2015,1,0.0
4504,Farjay.com,2016,4,0.0
4505,Farlight Games Industry,2015,4,0.0
4506,FarmerGnome,2015,4,0.0
4507,FarrugiaSoft,2015,6,0.0
4508,Farsky Interactive,2014,2,0.0
4509,Farsky Interactive,2016,4,0.0
4510,Fascimania,2014,2,0.0
4511,Fascimania,2016,6,0.0
4512,Fasold Games,2017,6,66.67
4513,Fast Fall Studios,2017,4,100.0
4514,Fast Forward Games,2016,8,0.0
4515,FastRam Design,2016,1,0.0
4516,FastRolling,2017,2,0.0
4517,Fastbird Dev Studio,2017,5,0.0
4518,Fastermind Games,2015,4,0.0
4519,Fastermind Games,2016,3,0.0
4520,Fastermind Games,2017,3,0.0
4521,Fastline Simulation,2015,13,0.0
4522,Fastline Simulation,2016,8,0.0
4523,Fat Bomb Studios,2017,3,0.0
4524,Fat Loot Games,2015,5,0.0
4525,Fat Panda Games,2016,6,0.0
4526,Fat Walrus Games,2016,1,0.0
4527,Fatalitech,2017,4,0.0
4528,"Fatbard,Boncho Games (made the game)",2016,2,0.0
4529,"Fatbot Games, s. r. o.",2017,4,0.0
4530,Fatih KAYA,2017,6,0.0
4531,Faton,2013,2,0.0
4532,Faton,2014,2,0.0
4533,Faton,2016,4,0.0
4534,Fatshark,2010,1,0.0
4535,Fatshark,2011,9,0.0
4536,Fatshark,2012,16,0.0
4537,Fatshark,2014,1,0.0
4538,Fatshark,2015,5,40.0
4539,Fatshark,2016,11,36.36
4540,Fatshark,2017,16,12.5
4541,Faultline Games,2014,3,0.0
4542,Faux-Operative Games,2017,13,0.0
4543,Fayju,2014,3,0.0
4544,Fazan,2016,3,0.0
4545,Fazz Brothers,2017,2,0.0
4546,FeatherFan,2017,2,0.0
4547,Fedor Votrin,2016,2,0.0
4548,Fedora Collective,2017,6,0.0
4549,Fedorov Ilya &amp; Andrew Konovalov,2017,5,0.0
4550,FeelThere,2015,1,0.0
4551,FeelThere,2016,4,0.0
4552,FeelThere,2017,40,0.0
4553,"Fei,Leo,Yang",2017,4,0.0
4554,Feline Fuelled Games,2017,6,33.33
4555,Felip Guimerà,2016,11,63.64
4556,Felip Guimerà,2017,3,0.0
4557,Felipe Nicolazzi,2017,6,0.0
4558,Felix Nickles,2017,2,0.0
4559,Felix Schröder,2017,3,0.0
4560,Felix Wunderlich,2015,3,0.0
4561,Felix Wunderlich,2016,6,0.0
4562,Fenix Fire Entertainment,2016,5,0.0
4563,Fenrir Studios,2015,5,0.0
4564,Feperd Games,2017,1,0.0
4565,FergaTroid Studios,2016,3,100.0
4566,Fermenter Games,2014,2,0.0
4567,Fermenter Games,2016,3,0.0
4568,Fermenter Games,2017,2,0.0
4569,Fernando Cordoba,2016,8,50.0
4570,"Fernando Ramallo,David Kanaga",2015,1,0.0
4571,Ferocity 2D,2016,2,0.0
4572,Ferullo Gaming,2017,4,0.0
4573,Fervent,2015,4,100.0
4574,Fervent,2016,4,100.0
