,Desarrollador,sentiment_analysis
14127,Thomas Bowker,2
14128,Thomas Bowker,2
14129,Thomas Bowker,2
14132,Thomas Bowker,2
14133,Square Enix,0
14134,Square Enix,0
14135,Square Enix,0
14136,Vlambeer,2
14139,Vlambeer,2
14140,Vlambeer,2
14143,Vlambeer,2
14144,Vlambeer,2
14147,Vlambeer,2
14148,Tribute Games Inc.,2
14149,Tribute Games Inc.,2
14150,Tribute Games Inc.,2
14151,Tribute Games Inc.,2
14152,"Vanguard Games,343 Industries",2
14153,"Vanguard Games,343 Industries",2
14154,"Vanguard Games,343 Industries",2
14155,"Vanguard Games,343 Industries",2
14156,"Vanguard Games,343 Industries",2
14157,"Vanguard Games,343 Industries",2
14158,"Vanguard Games,343 Industries",2
14159,Alawar,2
14160,Alawar,2
14163,DL Softworks,2
14164,DL Softworks,2
14165,DL Softworks,2
14171,Mad Otter Games,2
14172,Mad Otter Games,2
14175,Mad Otter Games,2
14176,Mad Otter Games,2
14179,Mad Otter Games,2
14180,Mad Otter Games,2
14183,Mad Otter Games,2
14184,Mad Otter Games,2
14186,Farsky Interactive,2
14187,Farsky Interactive,2
14188,Farsky Interactive,2
14189,Farsky Interactive,2
14191,Farsky Interactive,2
14192,Farsky Interactive,2
14193,Farsky Interactive,2
14194,Farsky Interactive,2
14196,Somi,0
14197,Somi,2
14198,Somi,0
14199,Somi,2
14200,Somi,0
14201,Somi,2
14202,"Croteam,Alligator Pit",2
14203,"Croteam,Alligator Pit",2
14204,"Croteam,Alligator Pit",2
14205,Minor Key Games,2
14206,Minor Key Games,2
14209,Minor Key Games,2
14210,Minor Key Games,2
14211,Minor Key Games,2
14212,Minor Key Games,2
14213,Minor Key Games,2
14216,Minor Key Games,2
14217,Minor Key Games,2
14218,Minor Key Games,2
14219,Puny Human,2
14220,Puny Human,0
14221,Puny Human,0
14222,Puny Human,2
14223,Puny Human,2
14224,Puny Human,0
14225,Puny Human,0
14226,Puny Human,2
14229,Fistful of Frags Team,2
14231,Fistful of Frags Team,2
14232,Fistful of Frags Team,0
14235,Fistful of Frags Team,2
14238,Fistful of Frags Team,2
14239,Fistful of Frags Team,2
14240,Fistful of Frags Team,2
14242,Fistful of Frags Team,2
14245,Fistful of Frags Team,2
14246,Fistful of Frags Team,2
14247,Fistful of Frags Team,0
14248,Fistful of Frags Team,0
14249,Fistful of Frags Team,2
14250,Fistful of Frags Team,2
14252,Fistful of Frags Team,2
14254,Fistful of Frags Team,2
14260,Fistful of Frags Team,2
14262,Fistful of Frags Team,0
14264,Fistful of Frags Team,2
14265,Fistful of Frags Team,2
14266,Fistful of Frags Team,2
14268,Fistful of Frags Team,2
14270,Fistful of Frags Team,2
14277,Fistful of Frags Team,2
14278,Fistful of Frags Team,2
14281,Fistful of Frags Team,2
14282,Fistful of Frags Team,2
14283,Fistful of Frags Team,2
14284,Fistful of Frags Team,2
14285,Fistful of Frags Team,2
14287,Fistful of Frags Team,2
14289,Fistful of Frags Team,2
14292,Fistful of Frags Team,2
14294,Fistful of Frags Team,2
14295,Fistful of Frags Team,0
14298,Fistful of Frags Team,2
14301,Fistful of Frags Team,2
14302,Fistful of Frags Team,2
14303,Fistful of Frags Team,2
14305,Fistful of Frags Team,2
14308,Fistful of Frags Team,2
14309,Fistful of Frags Team,2
14310,Fistful of Frags Team,0
14311,Fistful of Frags Team,0
14312,Fistful of Frags Team,2
14313,Fistful of Frags Team,2
14315,Fistful of Frags Team,2
14317,Fistful of Frags Team,2
14323,Fistful of Frags Team,2
14325,Fistful of Frags Team,0
14327,Fistful of Frags Team,2
14328,Fistful of Frags Team,2
14329,Fistful of Frags Team,2
14331,Fistful of Frags Team,2
14333,Fistful of Frags Team,2
14340,Fistful of Frags Team,2
14341,Fistful of Frags Team,2
14344,Fistful of Frags Team,2
14345,Fistful of Frags Team,2
14346,Fistful of Frags Team,2
14347,Fistful of Frags Team,2
14348,Fistful of Frags Team,2
14350,Fistful of Frags Team,2
14352,Fistful of Frags Team,2
14355,Fistful of Frags Team,2
14357,Fistful of Frags Team,2
14358,Fistful of Frags Team,0
14361,Fistful of Frags Team,2
14364,Fistful of Frags Team,2
14365,Fistful of Frags Team,2
14366,Fistful of Frags Team,2
14368,Fistful of Frags Team,2
14371,Fistful of Frags Team,2
14372,Fistful of Frags Team,2
14373,Fistful of Frags Team,0
14374,Fistful of Frags Team,0
14375,Fistful of Frags Team,2
14376,Fistful of Frags Team,2
14378,Fistful of Frags Team,2
14380,Fistful of Frags Team,2
14386,Fistful of Frags Team,2
14388,Fistful of Frags Team,0
14390,Fistful of Frags Team,2
14391,Fistful of Frags Team,2
14392,Fistful of Frags Team,2
14394,Fistful of Frags Team,2
14396,Fistful of Frags Team,2
14403,Fistful of Frags Team,2
14404,Fistful of Frags Team,2
14407,Fistful of Frags Team,2
14408,Fistful of Frags Team,2
14409,Fistful of Frags Team,2
14410,Fistful of Frags Team,2
14411,Fistful of Frags Team,2
14413,Fistful of Frags Team,2
14415,Fistful of Frags Team,2
14418,Last Limb LLC,2
14419,Last Limb LLC,2
14420,Last Limb LLC,2
14421,Last Limb LLC,2
14422,Digital Happiness,2
14423,Digital Happiness,2
14424,The Behemoth,2
14426,The Behemoth,2
14427,The Behemoth,2
14429,The Behemoth,2
14430,The Behemoth,0
14433,The Behemoth,0
14434,The Behemoth,2
14435,The Behemoth,2
14436,The Behemoth,2
14438,The Behemoth,2
14439,The Behemoth,2
14440,The Behemoth,2
14441,The Behemoth,2
14442,The Behemoth,2
14444,The Behemoth,2
14445,The Behemoth,2
14449,The Behemoth,2
14451,The Behemoth,2
14454,The Behemoth,2
14456,The Behemoth,0
14457,The Behemoth,2
14458,The Behemoth,2
14459,The Behemoth,2
14460,The Behemoth,2
14461,The Behemoth,2
14462,The Behemoth,2
14463,The Behemoth,0
14464,The Behemoth,2
14465,The Behemoth,2
14466,The Behemoth,2
14467,The Behemoth,2
14468,The Behemoth,2
14470,The Behemoth,2
14472,The Behemoth,2
14474,The Behemoth,2
14475,The Behemoth,2
14477,The Behemoth,2
14480,The Behemoth,2
14482,The Behemoth,2
14483,The Behemoth,0
14484,The Behemoth,2
14486,The Behemoth,2
14487,The Behemoth,2
14489,The Behemoth,2
14490,The Behemoth,2
14491,The Behemoth,2
14493,The Behemoth,2
14494,The Behemoth,2
14495,The Behemoth,2
14496,The Behemoth,0
14499,The Behemoth,2
14500,The Behemoth,2
14501,The Behemoth,0
14502,The Behemoth,2
14504,The Behemoth,2
14505,The Behemoth,2
14507,The Behemoth,2
14508,The Behemoth,0
14511,The Behemoth,0
14512,The Behemoth,2
14513,The Behemoth,2
14514,The Behemoth,2
14516,The Behemoth,2
14517,The Behemoth,2
14518,The Behemoth,2
14519,The Behemoth,2
14520,The Behemoth,2
14522,The Behemoth,2
14523,The Behemoth,2
14527,The Behemoth,2
14529,The Behemoth,2
14532,The Behemoth,2
14534,The Behemoth,0
14535,The Behemoth,2
14536,The Behemoth,2
14537,The Behemoth,2
14538,The Behemoth,2
14539,The Behemoth,2
14540,The Behemoth,2
14541,The Behemoth,0
14542,The Behemoth,2
14543,The Behemoth,2
14544,The Behemoth,2
14545,The Behemoth,2
14546,The Behemoth,2
14548,The Behemoth,2
14550,The Behemoth,2
14552,The Behemoth,2
14553,The Behemoth,2
14555,The Behemoth,2
14558,The Behemoth,2
14560,The Behemoth,2
14561,The Behemoth,0
14562,The Behemoth,2
14564,The Behemoth,2
14565,The Behemoth,2
14567,The Behemoth,2
14568,The Behemoth,2
14569,The Behemoth,2
14571,The Behemoth,2
14572,The Behemoth,2
14573,The Behemoth,2
14574,The Behemoth,0
14577,The Behemoth,2
14578,The Behemoth,2
14579,The Behemoth,0
14580,The Behemoth,2
14582,The Behemoth,2
14583,The Behemoth,2
14585,The Behemoth,2
14586,The Behemoth,0
14589,The Behemoth,0
14590,The Behemoth,2
14591,The Behemoth,2
14592,The Behemoth,2
14594,The Behemoth,2
14595,The Behemoth,2
14596,The Behemoth,2
14597,The Behemoth,2
14598,The Behemoth,2
14600,The Behemoth,2
14601,The Behemoth,2
14605,The Behemoth,2
14607,The Behemoth,2
14610,The Behemoth,2
14612,The Behemoth,0
14613,The Behemoth,2
14614,The Behemoth,2
14615,The Behemoth,2
14616,The Behemoth,2
14617,The Behemoth,2
14618,The Behemoth,2
14619,The Behemoth,0
14620,The Behemoth,2
14621,The Behemoth,2
14622,The Behemoth,2
14623,The Behemoth,2
14624,The Behemoth,2
14626,The Behemoth,2
14628,The Behemoth,2
14630,The Behemoth,2
14631,The Behemoth,2
14633,The Behemoth,2
14636,The Behemoth,2
14638,The Behemoth,2
14639,The Behemoth,0
14640,The Behemoth,2
14642,The Behemoth,2
14643,The Behemoth,2
14645,The Behemoth,2
14646,The Behemoth,2
14647,The Behemoth,2
14649,The Behemoth,2
14650,The Behemoth,2
14651,The Behemoth,2
14652,The Behemoth,0
14655,The Behemoth,2
14656,The Behemoth,2
14657,The Behemoth,0
14658,The Behemoth,2
14660,The Behemoth,2
14661,The Behemoth,2
14663,The Behemoth,2
14664,The Behemoth,0
14667,The Behemoth,0
14668,The Behemoth,2
14669,The Behemoth,2
14670,The Behemoth,2
14672,The Behemoth,2
14673,The Behemoth,2
14674,The Behemoth,2
14675,The Behemoth,2
14676,The Behemoth,2
14678,The Behemoth,2
14679,The Behemoth,2
14683,The Behemoth,2
14685,The Behemoth,2
14688,The Behemoth,2
14690,The Behemoth,0
14691,The Behemoth,2
14692,The Behemoth,2
14693,The Behemoth,2
14694,The Behemoth,2
14695,The Behemoth,2
14696,The Behemoth,2
14697,The Behemoth,0
14698,The Behemoth,2
14699,The Behemoth,2
14700,The Behemoth,2
14701,The Behemoth,2
14702,The Behemoth,2
14704,The Behemoth,2
14706,The Behemoth,2
14708,The Behemoth,2
14709,The Behemoth,2
14711,The Behemoth,2
14714,The Behemoth,2
14716,The Behemoth,2
14717,The Behemoth,0
14718,The Behemoth,2
14720,The Behemoth,2
14721,The Behemoth,2
14723,The Behemoth,2
14724,The Behemoth,2
14725,The Behemoth,2
14727,The Behemoth,2
14728,The Behemoth,2
14729,The Behemoth,2
14730,The Behemoth,0
14733,The Behemoth,2
14734,The Behemoth,2
14735,The Behemoth,0
14736,Digitalmindsoft,2
14737,Digitalmindsoft,2
14738,Digitalmindsoft,0
14739,Digitalmindsoft,0
14740,Digitalmindsoft,2
14741,Digitalmindsoft,2
14743,Digitalmindsoft,2
14744,Digitalmindsoft,2
14745,Digitalmindsoft,0
14746,Digitalmindsoft,0
14747,Digitalmindsoft,2
14748,Digitalmindsoft,2
14750,Digitalmindsoft,2
14751,Digitalmindsoft,2
14752,Digitalmindsoft,0
14753,Digitalmindsoft,0
14754,Digitalmindsoft,2
14755,Digitalmindsoft,2
14757,Humongous Entertainment,2
14758,Humongous Entertainment,2
14763,Nabi Studios,2
14764,Nabi Studios,0
14765,Nabi Studios,2
14767,Nabi Studios,2
14768,Nabi Studios,0
14770,Nabi Studios,2
14771,Nabi Studios,2
14773,Nabi Studios,2
14774,Nabi Studios,0
14775,Nabi Studios,2
14776,Nabi Studios,2
14777,Nabi Studios,2
14778,Nabi Studios,2
14779,Nabi Studios,2
14780,Nabi Studios,2
14781,Nabi Studios,0
14782,Nabi Studios,2
14783,Nabi Studios,2
14784,Nabi Studios,2
14785,Nabi Studios,0
14786,Nabi Studios,0
14787,Nabi Studios,2
14789,Nabi Studios,0
14790,Nabi Studios,2
14791,Nabi Studios,2
14793,Nabi Studios,2
14794,Nabi Studios,0
14795,Nabi Studios,2
14796,Nabi Studios,2
14797,Nabi Studios,2
14799,Nabi Studios,2
14800,Nabi Studios,2
14804,Nabi Studios,2
14805,Nabi Studios,0
14807,Nabi Studios,2
14808,Nabi Studios,2
14809,Nabi Studios,2
14811,Nabi Studios,2
14812,Nabi Studios,0
14813,Nabi Studios,2
14815,Nabi Studios,2
14816,Nabi Studios,0
14818,Nabi Studios,2
14819,Nabi Studios,2
14821,Nabi Studios,2
14822,Nabi Studios,0
14823,Nabi Studios,2
14824,Nabi Studios,2
14825,Nabi Studios,2
14826,Nabi Studios,2
14827,Nabi Studios,2
14828,Nabi Studios,2
14829,Nabi Studios,0
14830,Nabi Studios,2
14831,Nabi Studios,2
14832,Nabi Studios,2
14833,Nabi Studios,0
14834,Nabi Studios,0
14835,Nabi Studios,2
14837,Nabi Studios,0
14838,Nabi Studios,2
14839,Nabi Studios,2
14841,Nabi Studios,2
14842,Nabi Studios,0
14843,Nabi Studios,2
14844,Nabi Studios,2
14845,Nabi Studios,2
14847,Nabi Studios,2
14848,Nabi Studios,2
14852,Nabi Studios,2
14853,Nabi Studios,0
14855,Nabi Studios,2
14856,Nabi Studios,2
14857,Nabi Studios,2
14859,Nabi Studios,2
14860,Nabi Studios,0
14861,Nabi Studios,2
14863,Nabi Studios,2
14864,Nabi Studios,0
14866,Nabi Studios,2
14867,Nabi Studios,2
14869,Nabi Studios,2
14870,Nabi Studios,0
14871,Nabi Studios,2
14872,Nabi Studios,2
14873,Nabi Studios,2
14874,Nabi Studios,2
14875,Nabi Studios,2
14876,Nabi Studios,2
14877,Nabi Studios,0
14878,Nabi Studios,2
14879,Nabi Studios,2
14880,Nabi Studios,2
14881,Nabi Studios,0
14882,Nabi Studios,0
14883,Nabi Studios,2
14885,Nabi Studios,0
14886,Nabi Studios,2
14887,Nabi Studios,2
14889,Nabi Studios,2
14890,Nabi Studios,0
14891,Nabi Studios,2
14892,Nabi Studios,2
14893,Nabi Studios,2
14895,Nabi Studios,2
14896,Nabi Studios,2
14900,Nabi Studios,2
14901,Nabi Studios,0
14903,Nabi Studios,2
14904,Nabi Studios,2
14905,Nabi Studios,2
14907,Nabi Studios,2
14908,Nabi Studios,0
14909,Nabi Studios,2
14911,Nabi Studios,2
14912,Nabi Studios,0
14914,Nabi Studios,2
14915,Nabi Studios,2
14917,Nabi Studios,2
14918,Nabi Studios,0
14919,Nabi Studios,2
14920,Nabi Studios,2
14921,Nabi Studios,2
14922,Nabi Studios,2
14923,Nabi Studios,2
14924,Nabi Studios,2
14925,Nabi Studios,0
14926,Nabi Studios,2
14927,Nabi Studios,2
14928,Nabi Studios,2
14929,Nabi Studios,0
14930,Nabi Studios,0
14931,Nabi Studios,2
14933,Nabi Studios,0
14934,Nabi Studios,2
14935,Nabi Studios,2
14937,Nabi Studios,2
14938,Nabi Studios,0
14939,Nabi Studios,2
14940,Nabi Studios,2
14941,Nabi Studios,2
14943,Nabi Studios,2
14944,Nabi Studios,2
14948,Nabi Studios,2
14949,Nabi Studios,0
14951,Nabi Studios,2
14952,Nabi Studios,2
14953,Nabi Studios,2
14955,Haemimont Games,2
14956,Haemimont Games,2
14957,Haemimont Games,2
14958,Haemimont Games,2
14960,Haemimont Games,2
14961,Haemimont Games,2
14962,Haemimont Games,2
14963,Haemimont Games,2
14964,Haemimont Games,2
14965,Haemimont Games,2
14966,Haemimont Games,2
14968,Haemimont Games,2
14969,Haemimont Games,2
14970,Haemimont Games,2
14971,Haemimont Games,2
14972,Haemimont Games,2
14973,Haemimont Games,2
14974,Haemimont Games,2
14976,Haemimont Games,2
14977,Haemimont Games,2
14978,Haemimont Games,2
14979,Endnight Games Ltd,0
14982,Endnight Games Ltd,2
14983,Endnight Games Ltd,2
14984,Endnight Games Ltd,2
14985,Endnight Games Ltd,2
14986,Endnight Games Ltd,2
14987,Endnight Games Ltd,2
14988,Endnight Games Ltd,2
14990,Endnight Games Ltd,2
14991,Endnight Games Ltd,2
14992,Endnight Games Ltd,2
14993,Endnight Games Ltd,0
14995,Endnight Games Ltd,2
14996,Endnight Games Ltd,2
14997,Endnight Games Ltd,2
14998,Endnight Games Ltd,2
14999,Endnight Games Ltd,0
15000,Endnight Games Ltd,2
15002,Endnight Games Ltd,2
15003,Endnight Games Ltd,0
15005,Endnight Games Ltd,2
15006,Endnight Games Ltd,2
15007,Endnight Games Ltd,0
15009,Endnight Games Ltd,2
15010,Endnight Games Ltd,2
15011,Endnight Games Ltd,2
15012,Endnight Games Ltd,2
15013,Endnight Games Ltd,2
15014,Endnight Games Ltd,2
15016,Endnight Games Ltd,2
15017,Endnight Games Ltd,0
15018,Endnight Games Ltd,2
15019,Endnight Games Ltd,2
15020,Endnight Games Ltd,0
15021,Endnight Games Ltd,2
15022,Endnight Games Ltd,2
15023,Endnight Games Ltd,0
15024,Endnight Games Ltd,0
15026,Endnight Games Ltd,2
15027,Endnight Games Ltd,2
15028,Endnight Games Ltd,2
15029,Endnight Games Ltd,2
15030,Endnight Games Ltd,2
15031,Endnight Games Ltd,2
15032,Endnight Games Ltd,2
15033,Endnight Games Ltd,2
15035,Endnight Games Ltd,2
15036,Endnight Games Ltd,2
15037,Endnight Games Ltd,2
15038,Endnight Games Ltd,2
15039,Endnight Games Ltd,2
15040,Endnight Games Ltd,2
15041,Endnight Games Ltd,0
15042,Endnight Games Ltd,2
15044,Endnight Games Ltd,2
15045,Endnight Games Ltd,2
15046,Endnight Games Ltd,2
15047,Endnight Games Ltd,2
15048,Endnight Games Ltd,2
15049,Endnight Games Ltd,2
15050,Endnight Games Ltd,2
15052,Endnight Games Ltd,2
15053,Endnight Games Ltd,2
15054,Endnight Games Ltd,2
15056,Endnight Games Ltd,2
15058,Endnight Games Ltd,2
15059,Endnight Games Ltd,2
15060,Endnight Games Ltd,2
15062,Endnight Games Ltd,2
15063,Endnight Games Ltd,0
15065,Endnight Games Ltd,0
15066,Endnight Games Ltd,0
15069,Endnight Games Ltd,2
15070,Endnight Games Ltd,2
15071,Endnight Games Ltd,2
15072,Endnight Games Ltd,2
15073,Endnight Games Ltd,2
15074,Endnight Games Ltd,2
15075,Endnight Games Ltd,2
15077,Endnight Games Ltd,2
15078,Endnight Games Ltd,2
15079,Endnight Games Ltd,2
15080,Endnight Games Ltd,0
15082,Endnight Games Ltd,2
15083,Endnight Games Ltd,2
15084,Endnight Games Ltd,2
15085,Endnight Games Ltd,2
15086,Endnight Games Ltd,0
15087,Endnight Games Ltd,2
15089,Endnight Games Ltd,2
15090,Endnight Games Ltd,0
15092,Endnight Games Ltd,2
15093,Endnight Games Ltd,2
15094,Endnight Games Ltd,0
15096,Endnight Games Ltd,2
15097,Endnight Games Ltd,2
15098,Endnight Games Ltd,2
15099,Endnight Games Ltd,2
15100,Endnight Games Ltd,2
15101,Endnight Games Ltd,2
15103,Endnight Games Ltd,2
15104,Endnight Games Ltd,0
15105,Endnight Games Ltd,2
15106,Endnight Games Ltd,2
15107,Endnight Games Ltd,0
15108,Endnight Games Ltd,2
15109,Endnight Games Ltd,2
15110,Endnight Games Ltd,0
15111,Endnight Games Ltd,0
15113,Endnight Games Ltd,2
15114,Endnight Games Ltd,2
15115,Endnight Games Ltd,2
15116,Endnight Games Ltd,2
15117,Endnight Games Ltd,2
15118,Endnight Games Ltd,2
15119,Endnight Games Ltd,2
15120,Endnight Games Ltd,2
15122,Endnight Games Ltd,2
15123,Endnight Games Ltd,2
15124,Endnight Games Ltd,2
15125,Endnight Games Ltd,2
15126,Endnight Games Ltd,2
15127,Endnight Games Ltd,2
15128,Endnight Games Ltd,0
15129,Endnight Games Ltd,2
15131,Endnight Games Ltd,2
15132,Endnight Games Ltd,2
15133,Endnight Games Ltd,2
15134,Endnight Games Ltd,2
15135,Endnight Games Ltd,2
15136,Endnight Games Ltd,2
15137,Endnight Games Ltd,2
15139,Endnight Games Ltd,2
15140,Endnight Games Ltd,2
15141,Endnight Games Ltd,2
15143,Endnight Games Ltd,2
15145,Endnight Games Ltd,2
15146,Endnight Games Ltd,2
15147,Endnight Games Ltd,2
15149,Endnight Games Ltd,2
15150,Endnight Games Ltd,0
15152,Endnight Games Ltd,0
15153,Endnight Games Ltd,0
15156,Endnight Games Ltd,2
15157,Endnight Games Ltd,2
15158,Endnight Games Ltd,2
15159,Endnight Games Ltd,2
15160,Endnight Games Ltd,2
15161,Endnight Games Ltd,2
15162,Endnight Games Ltd,2
15164,Endnight Games Ltd,2
15165,Endnight Games Ltd,2
15166,Endnight Games Ltd,2
15167,Endnight Games Ltd,0
15169,Endnight Games Ltd,2
15170,Endnight Games Ltd,2
15171,Endnight Games Ltd,2
15172,Endnight Games Ltd,2
15173,Endnight Games Ltd,0
15174,Endnight Games Ltd,2
15176,Endnight Games Ltd,2
15177,Endnight Games Ltd,0
15179,Endnight Games Ltd,2
15180,Endnight Games Ltd,2
15181,Endnight Games Ltd,0
15183,Endnight Games Ltd,2
15184,Endnight Games Ltd,2
15185,Endnight Games Ltd,2
15186,Endnight Games Ltd,2
15187,Endnight Games Ltd,2
15188,Endnight Games Ltd,2
15190,Endnight Games Ltd,2
15191,Endnight Games Ltd,0
15192,Endnight Games Ltd,2
15193,Endnight Games Ltd,2
15194,Endnight Games Ltd,0
15195,Endnight Games Ltd,2
15196,Endnight Games Ltd,2
15197,Endnight Games Ltd,0
15198,Endnight Games Ltd,0
15200,Endnight Games Ltd,2
15201,Endnight Games Ltd,2
15202,Endnight Games Ltd,2
15203,Endnight Games Ltd,2
15204,Endnight Games Ltd,2
15205,Endnight Games Ltd,2
15206,Endnight Games Ltd,2
15207,Endnight Games Ltd,2
15209,Endnight Games Ltd,2
15210,Endnight Games Ltd,2
15211,Endnight Games Ltd,2
15212,Endnight Games Ltd,2
15213,Endnight Games Ltd,2
15214,Endnight Games Ltd,2
15215,Endnight Games Ltd,0
15216,Endnight Games Ltd,2
15218,Endnight Games Ltd,2
15219,Endnight Games Ltd,2
15220,Endnight Games Ltd,2
15221,Endnight Games Ltd,2
15222,Endnight Games Ltd,2
15223,Endnight Games Ltd,2
15224,Endnight Games Ltd,2
15226,Endnight Games Ltd,2
15227,Endnight Games Ltd,2
15228,Endnight Games Ltd,2
15230,Endnight Games Ltd,2
15232,Endnight Games Ltd,2
15233,Endnight Games Ltd,2
15234,Endnight Games Ltd,2
15236,Endnight Games Ltd,2
15237,Endnight Games Ltd,0
15239,Endnight Games Ltd,0
15240,Endnight Games Ltd,0
15243,Endnight Games Ltd,2
15244,Endnight Games Ltd,2
15245,Endnight Games Ltd,2
15246,Endnight Games Ltd,2
15247,Endnight Games Ltd,2
15248,Endnight Games Ltd,2
15249,Endnight Games Ltd,2
15251,Endnight Games Ltd,2
15252,Endnight Games Ltd,2
15253,Endnight Games Ltd,2
15254,Endnight Games Ltd,0
15256,Endnight Games Ltd,2
15257,Endnight Games Ltd,2
15258,Endnight Games Ltd,2
15259,Endnight Games Ltd,2
15260,Endnight Games Ltd,0
15261,Endnight Games Ltd,2
